# 横轴数据,元数据,平滑后数据,基线,扣除基线后数据
8.044415000000000191e+02,5.174045000000000272e+01,5.099079686498777164e+01,5.103708717398839667e+01,-4.629030900062502951e-02
8.063700000000000045e+02,5.119031999999999982e+01,5.101622233082628100e+01,5.107492794696877070e+01,-5.870561614248970272e-02
8.082984999999999900e+02,5.079091999999999985e+01,5.107666027459875835e+01,5.111335661997539859e+01,-3.669634537664023810e-02
8.102269000000000005e+02,5.017146000000000328e+01,5.117032818894985979e+01,5.115215266358971746e+01,1.817552536014233056e-02
8.121553999999999860e+02,4.938709999999999667e+01,5.121188606734148152e+01,5.119076689197103036e+01,2.111917537045115978e-02
8.140838999999999714e+02,5.136654999999999660e+01,5.118448649558601460e+01,5.122916986953555352e+01,-4.468337394953891817e-02
8.160122999999999820e+02,5.172077999999999776e+01,5.116142742726302828e+01,5.126802021376026630e+01,-1.065927864972380235e-01
8.179407999999999674e+02,5.157104000000000354e+01,5.119140114089492499e+01,5.130793867941648756e+01,-1.165375385215625670e-01
8.198692999999999529e+02,5.136702999999999975e+01,5.121067585158469626e+01,5.134902508943713428e+01,-1.383492378524380229e-01
8.217976999999999634e+02,5.124262000000000228e+01,5.140905753841045822e+01,5.139149848148266386e+01,1.755905692779435867e-02
8.237261999999999489e+02,5.144227999999999668e+01,5.163354482837449666e+01,5.143379621824284698e+01,1.997486101316496843e-01
8.256547000000000480e+02,5.223147999999999769e+01,5.182271728669419986e+01,5.147609395500303719e+01,3.466233316911626616e-01
8.275830999999999449e+02,5.239949000000000012e+01,5.192464285714206085e+01,5.151839169176323452e+01,4.062511653788263288e-01
8.295116000000000440e+02,5.152103999999999928e+01,5.195266604772722019e+01,5.156068942852342474e+01,3.919766192037954511e-01
8.314401000000000295e+02,5.147695999999999827e+01,5.191516585812277640e+01,5.160298716528360785e+01,3.121786928391685478e-01
8.333685000000000400e+02,5.214800999999999931e+01,5.172892787839083439e+01,5.164528490204380518e+01,8.364297634702921869e-02
8.352970000000000255e+02,5.237387999999999977e+01,5.181560694671381384e+01,5.168758263880399539e+01,1.280243079098184467e-01
8.372255000000000109e+02,5.208151000000000153e+01,5.192665160182986028e+01,5.172988037556418561e+01,1.967712262656746702e-01
8.391539000000000215e+02,5.285041999999999973e+01,5.199917864007765900e+01,5.177217811232437583e+01,2.270005277532831656e-01
8.410824000000000069e+02,5.102794999999999703e+01,5.206421224910021550e+01,5.181447584908457316e+01,2.497364000156423458e-01
8.430108999999999924e+02,5.103228000000000009e+01,5.208999410918521278e+01,5.185677358584475627e+01,2.332205233404565092e-01
8.449393000000000029e+02,5.114979999999999905e+01,5.201872750245097876e+01,5.189907132260495359e+01,1.196561798460251680e-01
8.468677999999999884e+02,5.181119999999999948e+01,5.195673995423261005e+01,5.194136905936514381e+01,1.537089486746623379e-02
8.487962999999999738e+02,5.250918000000000063e+01,5.196357334422933860e+01,5.198351298936741216e+01,-1.993964513807355843e-02
8.507246999999999844e+02,5.278493999999999886e+01,5.194931522065955676e+01,5.202585654318807684e+01,-7.654132252852008378e-02
8.526531999999999698e+02,5.391928000000000054e+01,5.200356760379128929e+01,5.206896700279690293e+01,-6.539939900561364539e-02
8.545816999999999553e+02,5.192143000000000086e+01,5.211139478914597589e+01,5.211273264936276206e+01,-1.337860216786168621e-03
8.565100999999999658e+02,5.170297999999999661e+01,5.222405810722378305e+01,5.215651168750527233e+01,6.754641971851071958e-02
8.584385999999999513e+02,5.188042999999999694e+01,5.234244234390243378e+01,5.219961522189001357e+01,1.428271220124202046e-01
8.603671000000000504e+02,5.141422000000000025e+01,5.247189673749510774e+01,5.224271875627475481e+01,2.291779812203529332e-01
8.622954999999999472e+02,5.123031000000000290e+01,5.254175563255884640e+01,5.228582229065949605e+01,2.559333418993503528e-01
8.642240000000000464e+02,5.241478000000000037e+01,5.250024120300670916e+01,5.232892582504422307e+01,1.713153779624860817e-01
8.661525000000000318e+02,5.344174000000000291e+01,5.238148693036859527e+01,5.237202935942895721e+01,9.457570939638060281e-03
8.680809000000000424e+02,5.344534999999999769e+01,5.229041366459547646e+01,5.241503821322359613e+01,-1.246245486281196690e-01
8.700094000000000278e+02,5.341259000000000157e+01,5.230384435763240702e+01,5.245929708688254323e+01,-1.554527292501362012e-01
8.719379000000000133e+02,5.245351999999999748e+01,5.242611644001226523e+01,5.250511596213679155e+01,-7.899952212452632239e-02
8.738663000000000238e+02,5.224280000000000257e+01,5.268410931350033621e+01,5.255172683132486355e+01,1.323824821754726599e-01
8.757948000000000093e+02,5.246253999999999706e+01,5.283874935599787648e+01,5.259833770051293556e+01,2.404116554849409226e-01
8.777232999999999947e+02,5.209843000000000046e+01,5.290630366459545542e+01,5.264494856970101466e+01,2.613550948944407537e-01
8.796517000000000053e+02,5.294747999999999877e+01,5.295733508335976580e+01,5.269155943888909377e+01,2.657756444706720345e-01
8.815801999999999907e+02,5.186589000000000027e+01,5.300022256619728722e+01,5.273817030807717288e+01,2.620522581201143453e-01
8.835086999999999762e+02,5.282686999999999955e+01,5.305255538738067855e+01,5.278478117726525198e+01,2.677742101154265697e-01
8.854370999999999867e+02,5.384772000000000247e+01,5.320508044785795221e+01,5.283139204645332399e+01,3.736884014046282232e-01
8.873655999999999722e+02,5.441071999999999775e+01,5.347095478260786905e+01,5.287800291564139599e+01,5.929518669664730623e-01
8.892940999999999576e+02,5.425829000000000235e+01,5.369372162144409089e+01,5.292461378482946799e+01,7.691078366146228973e-01
8.912224999999999682e+02,5.357948999999999984e+01,5.384376301078701488e+01,5.297122465401753999e+01,8.725383567694748876e-01
8.931509999999999536e+02,5.351167999999999836e+01,5.392493172932248058e+01,5.301783552320561910e+01,9.070962061168614810e-01
8.950795000000000528e+02,5.334389000000000181e+01,5.404246850931593826e+01,5.306444639239370531e+01,9.780221169222329536e-01
8.970078999999999496e+02,5.434414999999999907e+01,5.419399649885500025e+01,5.311105726158178442e+01,1.082939237273215838e+00
8.989364000000000487e+02,5.504672000000000054e+01,5.423437995750162344e+01,5.315766813076984931e+01,1.076711826731774124e+00
9.008649000000000342e+02,5.491570999999999714e+01,5.422309481529828901e+01,5.320427899995791421e+01,1.018815815340374797e+00
9.027933000000000447e+02,5.435421000000000191e+01,5.416244434128716989e+01,5.325088986914598621e+01,9.115544721411836804e-01
9.047218000000000302e+02,5.373756999999999806e+01,5.400705487414104766e+01,5.329750073833405821e+01,7.095541358069894500e-01
9.066503000000000156e+02,5.290265000000000128e+01,5.393006703824696046e+01,5.334411160752213021e+01,5.859554307248302507e-01
9.085787000000000262e+02,5.336428999999999689e+01,5.401677884602727886e+01,5.339072247671020222e+01,6.260563693170766442e-01
9.105072000000000116e+02,5.458747999999999934e+01,5.413124256619727959e+01,5.343733334589826711e+01,6.939092202990124747e-01
9.124356999999999971e+02,5.490890999999999877e+01,5.411751867930613002e+01,5.348394421508633201e+01,6.335744642197980170e-01
9.143641000000000076e+02,5.402044000000000068e+01,5.403459075514791010e+01,5.353055508427439690e+01,5.040356708735131974e-01
9.162925999999999931e+02,5.309037000000000006e+01,5.386253096763564940e+01,5.357716595346247601e+01,2.853650141731733925e-01
9.182210999999999785e+02,5.334138000000000090e+01,5.368121367440257785e+01,5.362377682265055512e+01,5.743685175202273285e-02
9.201494999999999891e+02,5.434438000000000102e+01,5.359049069303611645e+01,5.366981321347496703e+01,-7.932252043885057446e-02
9.220779999999999745e+02,5.324558999999999997e+01,5.356593516508580421e+01,5.371664444331008070e+01,-1.507092782242764883e-01
9.240064999999999600e+02,5.483574999999999733e+01,5.361119584831562435e+01,5.376498725310108284e+01,-1.537914047854584965e-01
9.259348999999999705e+02,5.487425999999999959e+01,5.371149223929305805e+01,5.381487255355521881e+01,-1.033803142621607662e-01
9.278633999999999560e+02,5.323834999999999695e+01,5.374295826413778343e+01,5.386579396885452553e+01,-1.228357047167421001e-01
9.297919000000000551e+02,5.228941999999999979e+01,5.368923192546500900e+01,5.391794678666756369e+01,-2.287148612025546868e-01
9.317202999999999520e+02,5.271936000000000178e+01,5.375601282445160933e+01,5.397239575803191514e+01,-2.163829335803058029e-01
9.336488000000000511e+02,5.297780000000000200e+01,5.380581140568730802e+01,5.402901667669617325e+01,-2.232052710088652248e-01
9.355773000000000366e+02,5.357963000000000164e+01,5.395755052304592425e+01,5.408787822153328051e+01,-1.303276984873562583e-01
9.375057000000000471e+02,5.489059999999999917e+01,5.409572964694261543e+01,5.414804636076978994e+01,-5.231671382717451024e-02
9.394342000000000326e+02,5.532206999999999653e+01,5.418440705459217810e+01,5.420873843409371773e+01,-2.433137950153962947e-02
9.413627000000000180e+02,5.552532000000000068e+01,5.433512552141139196e+01,5.426967408688301475e+01,6.545143452837720588e-02
9.432911000000000286e+02,5.497717999999999705e+01,5.445946947368337021e+01,5.433060973967231888e+01,1.288597340110513301e-01
9.452196000000000140e+02,5.388665999999999912e+01,5.473510533507598552e+01,5.439154539246162301e+01,3.435599426143625124e-01
9.471480999999999995e+02,5.360267999999999944e+01,5.501478873487983634e+01,5.445248104525091293e+01,5.623076896289234128e-01
9.490765000000000100e+02,5.497610999999999848e+01,5.514979797319301014e+01,5.451341669804020285e+01,6.363812751528072909e-01
9.510049999999999955e+02,5.493151000000000295e+01,5.513772063092429931e+01,5.457435235082949987e+01,5.633682800947994451e-01
9.529334999999999809e+02,5.659454999999999814e+01,5.508266491336953408e+01,5.463528800361879689e+01,4.473769097507371839e-01
9.548618999999999915e+02,5.529733000000000231e+01,5.503366038247708758e+01,5.469622365640810102e+01,3.374367260689865589e-01
9.567903999999999769e+02,5.458238000000000056e+01,5.505875728015606541e+01,5.475715930919739804e+01,3.015979709586673607e-01
9.587188999999999623e+02,5.531933999999999685e+01,5.516755181104851147e+01,5.481809496198670217e+01,3.494568490618092937e-01
9.606472999999999729e+02,5.576563999999999766e+01,5.529763019614168229e+01,5.487903061477599920e+01,4.185995813656830933e-01
9.625757999999999583e+02,5.520803999999999689e+01,5.547614549852806931e+01,5.493996626756529622e+01,5.361792309627730901e-01
9.645042999999999438e+02,5.468039999999999878e+01,5.562605904543882929e+01,5.500090192035459324e+01,6.251571250842360428e-01
9.664326999999999543e+02,5.494389000000000323e+01,5.567429326250323385e+01,5.506183757314389027e+01,6.124556893593435802e-01
9.683612000000000535e+02,5.534664000000000073e+01,5.566253984962320089e+01,5.512277322593318729e+01,5.397666236900136028e-01
9.702897000000000389e+02,5.602085999999999899e+01,5.570815290290859423e+01,5.518370887872248431e+01,5.244440241861099139e-01
9.722181000000000495e+02,5.667134999999999678e+01,5.568766338018874507e+01,5.524464453151176713e+01,4.430188486769779388e-01
9.741466000000000349e+02,5.660025999999999868e+01,5.580261130434696781e+01,5.530558018430104994e+01,4.970311200459178735e-01
9.760751000000000204e+02,5.576926999999999879e+01,5.578428860411813162e+01,5.536651583709033275e+01,4.177727670277988636e-01
9.780035000000000309e+02,5.564242999999999739e+01,5.577770710035873236e+01,5.542745148987962267e+01,3.502556104791096914e-01
9.799320000000000164e+02,5.589569000000000187e+01,5.579794313501058411e+01,5.548838714266891969e+01,3.095559923416644210e-01
9.818605000000000018e+02,5.568175999999999704e+01,5.578695030075102324e+01,5.554932279545820961e+01,2.376275052928136233e-01
9.837889000000000124e+02,5.561748999999999654e+01,5.570665403399718230e+01,5.561025844824750664e+01,9.639558574967566074e-02
9.857173999999999978e+02,5.557159000000000049e+01,5.560137560313742711e+01,5.567119410103681076e+01,-6.981849789938365802e-02
9.876458999999999833e+02,5.528531999999999869e+01,5.554424013076084066e+01,5.573282900957529762e+01,-1.885888788144569617e-01
9.895742999999999938e+02,5.512628000000000128e+01,5.553988633867191282e+01,5.579635578095064830e+01,-2.564694422787354711e-01
9.915027999999999793e+02,5.562411000000000172e+01,5.556596494932898622e+01,5.586245775785417322e+01,-2.964928085251870016e-01
9.934312999999999647e+02,5.551059999999999661e+01,5.572719078130022297e+01,5.593153843602014064e+01,-2.043476547199176707e-01
9.953596999999999753e+02,5.644086999999999676e+01,5.591680108532113991e+01,5.600266943647346807e+01,-8.586835115232815951e-02
9.972881999999999607e+02,5.542464999999999975e+01,5.598043270676605232e+01,5.607466057513386204e+01,-9.422786836780971953e-02
9.992166999999999462e+02,5.536990999999999730e+01,5.604459614252938593e+01,5.614759570083970175e+01,-1.029995583103158197e-01
1.001144999999999982e+03,5.630037000000000091e+01,5.627299385746889726e+01,5.622156282308073827e+01,5.143103438815899153e-02
1.003073999999999955e+03,5.710571999999999804e+01,5.642515115724006591e+01,5.629552994532178190e+01,1.296212119182840183e-01
1.005001999999999953e+03,5.720772000000000190e+01,5.642101830009720231e+01,5.636949706756281842e+01,5.152123253438389838e-02
1.006931000000000040e+03,5.686934999999999718e+01,5.650855270022795906e+01,5.644346418980385494e+01,6.508851042410412902e-02
1.008859000000000037e+03,5.651418999999999926e+01,5.651006141549439121e+01,5.651743131204489146e+01,-7.369896550500243393e-03
1.010787000000000035e+03,5.695794000000000068e+01,5.660326975809000771e+01,5.659147217880474301e+01,1.179757928526470323e-02
1.012716000000000008e+03,5.612183000000000277e+01,5.674946683229726574e+01,5.666539502868322131e+01,8.407180361404442692e-02
1.014644000000000005e+03,5.594908999999999821e+01,5.673436692383044999e+01,5.673931787856169962e+01,-4.950954731249623819e-03
1.016572999999999979e+03,5.719959000000000060e+01,5.679081238966894318e+01,5.681329026667481230e+01,-2.247787700586911797e-02
1.018500999999999976e+03,5.749743000000000137e+01,5.687026594638683719e+01,5.688748761885436522e+01,-1.722167246752803749e-02
1.020429999999999950e+03,5.547682999999999964e+01,5.686623264465424654e+01,5.696185731813194764e+01,-9.562467347770109427e-02
1.022357999999999947e+03,5.594328000000000145e+01,5.686955126838748953e+01,5.703718504358990060e+01,-1.676337752024110728e-01
1.024287000000000035e+03,5.822305000000000064e+01,5.696792977116617607e+01,5.711419393790674093e+01,-1.462641667405648604e-01
1.026214999999999918e+03,5.730481000000000336e+01,5.707729913043390013e+01,5.719266928476750422e+01,-1.153701543336040913e-01
1.028144000000000005e+03,5.848396000000000328e+01,5.717613032690333341e+01,5.727230087345642318e+01,-9.617054655308976407e-02
1.030071999999999889e+03,5.705035999999999774e+01,5.732439293559898630e+01,5.735289605968493021e+01,-2.850312408594390945e-02
1.032000999999999976e+03,5.627900999999999954e+01,5.758710185354603084e+01,5.743377658034522426e+01,1.533252732008065777e-01
1.033929000000000087e+03,5.814802000000000248e+01,5.780762497875034001e+01,5.751465710100551831e+01,2.929678777448216920e-01
1.035857999999999947e+03,5.846014000000000266e+01,5.781593135992064703e+01,5.759553762166580526e+01,2.203937382548417645e-01
1.037786000000000058e+03,5.714361999999999853e+01,5.803440593004160064e+01,5.767641814232609221e+01,3.579877877155084320e-01
1.039713999999999942e+03,5.775113000000000341e+01,5.834771952271895401e+01,5.775729866298636495e+01,5.904208597325890651e-01
1.041643000000000029e+03,5.852394999999999925e+01,5.842616448512496419e+01,5.783817918364664479e+01,5.879853014783193998e-01
1.043570999999999913e+03,5.844167999999999807e+01,5.843204803857379659e+01,5.791905970430691752e+01,5.129883342668790647e-01
1.045500000000000000e+03,5.909394999999999953e+01,5.863664288002524927e+01,5.799994022496719737e+01,6.367026550580519029e-01
1.047428000000000111e+03,5.977342000000000155e+01,5.883599141876339900e+01,5.808082074562747010e+01,7.551706731359288938e-01
1.049356999999999971e+03,5.939262000000000086e+01,5.905991695978987366e+01,5.816170126628775705e+01,8.982156935021166078e-01
1.051285000000000082e+03,5.851800999999999675e+01,5.915041396861628442e+01,5.824258178694804400e+01,9.078321816682404233e-01
1.053213999999999942e+03,5.802383999999999986e+01,5.918330320039136438e+01,5.832346230760832384e+01,8.598408927830405446e-01
1.055142000000000053e+03,6.071397000000000332e+01,5.934903135992062317e+01,5.840434282826860368e+01,9.446885316520194920e-01
1.057070999999999913e+03,5.941237999999999886e+01,5.951743410918508914e+01,5.848522334892889774e+01,1.032210760256191406e+00
1.058999000000000024e+03,5.847549999999999670e+01,5.949102864334657426e+01,5.856610386958918468e+01,9.249247737573895733e-01
1.060928000000000111e+03,5.924508999999999759e+01,5.939142745341523977e+01,5.864698439024947163e+01,7.444430631657681374e-01
1.062855999999999995e+03,6.013683999999999941e+01,5.930770963059732281e+01,5.872786491090974437e+01,5.798447196875784471e-01
1.064785000000000082e+03,5.969133000000000067e+01,5.920090743380098530e+01,5.880874543157002421e+01,3.921620022309610931e-01
1.066712999999999965e+03,5.877313000000000187e+01,5.918657813010696600e+01,5.888962595223030405e+01,2.969521778766619491e-01
1.068641000000000076e+03,5.949318000000000239e+01,5.922649907486015763e+01,5.897050647289058389e+01,2.559926019695737409e-01
1.070569999999999936e+03,5.992985999999999791e+01,5.922701776724328937e+01,5.905138699355086374e+01,1.756307736924256346e-01
1.072498000000000047e+03,5.929854999999999876e+01,5.920372223275488466e+01,5.913226751421113647e+01,7.145471854374818577e-02
1.074426999999999907e+03,5.848413000000000039e+01,5.918186462242472601e+01,5.921314803487142342e+01,-3.128341244669741172e-02
1.076355000000000018e+03,5.811323000000000150e+01,5.933431892775325878e+01,5.929434175003249408e+01,3.997717772076470055e-02
1.078284000000000106e+03,5.863058999999999799e+01,5.931124012422269232e+01,5.937513565390922565e+01,-6.389552968653333664e-02
1.080211999999999989e+03,5.950021999999999878e+01,5.920148709055156644e+01,5.945656946623992667e+01,-2.550823756883602300e-01
1.082141000000000076e+03,5.984787000000000035e+01,5.927566323308179363e+01,5.954056459193822803e+01,-2.649013588564343991e-01
1.084068999999999960e+03,6.012304999999999922e+01,5.940166337365060656e+01,5.962721987488190223e+01,-2.255565012312956696e-01
1.085998000000000047e+03,5.953674000000000177e+01,5.950113477933874151e+01,5.971613888613524068e+01,-2.150041067964991726e-01
1.087925999999999931e+03,5.969270000000000209e+01,5.961423360248355863e+01,5.980721533185288052e+01,-1.929817293693218971e-01
1.089855000000000018e+03,6.033039000000000129e+01,5.981327619156495246e+01,5.990022758208199605e+01,-8.695139051704359190e-02
1.091782999999999902e+03,5.999510000000000076e+01,5.999360867603699887e+01,5.999411073615386414e+01,-5.020601168652660817e-04
1.093711999999999989e+03,5.899282000000000181e+01,6.006181325269604088e+01,6.008799891270108162e+01,-2.618566000504074509e-02
1.095640000000000100e+03,5.906204999999999927e+01,6.010337948675946507e+01,6.018214913280211675e+01,-7.876964604265168646e-02
1.097567999999999984e+03,6.073778999999999684e+01,6.030484715593239287e+01,6.027708817823059917e+01,2.775897770179369672e-02
1.099497000000000071e+03,6.156483000000000061e+01,6.045614137299678248e+01,6.037202722365908159e+01,8.411414933770089419e-02
1.101424999999999955e+03,6.005727000000000260e+01,6.050508368420958760e+01,6.046696626908754979e+01,3.811741512203781213e-02
1.103354000000000042e+03,6.060945999999999856e+01,6.053795416475880131e+01,6.056190531451602510e+01,-2.395114975722378858e-02
1.105281999999999925e+03,6.126389999999999958e+01,6.063066159202260508e+01,6.065708401686767104e+01,-2.642242484506596156e-02
1.107211000000000013e+03,6.047337999999999880e+01,6.069747308924392115e+01,6.075252710797519740e+01,-5.505401873127624413e-02
1.109138999999999896e+03,5.988474999999999682e+01,6.073312426283006005e+01,6.084852129257269127e+01,-1.153970297426312186e-01
1.111067999999999984e+03,6.076868999999999943e+01,6.080530033671040258e+01,6.094567156162412402e+01,-1.403712249137214485e-01
1.112996000000000095e+03,6.236184999999999690e+01,6.096565871853453444e+01,6.104422858692362297e+01,-7.856986838908852633e-02
1.114924999999999955e+03,6.254162000000000177e+01,6.101583542660905835e+01,6.114357232999661562e+01,-1.277369033875572768e-01
1.116853000000000065e+03,5.947328000000000259e+01,6.100720538738055865e+01,6.124419596465968141e+01,-2.369905772791227605e-01
1.118781999999999925e+03,5.940527999999999764e+01,6.108586857142763904e+01,6.134719778528943834e+01,-2.613292138617993032e-01
1.120710000000000036e+03,6.106989000000000090e+01,6.125086433147993148e+01,6.145282290670368042e+01,-2.019585752237489373e-01
1.122638999999999896e+03,6.181286999999999665e+01,6.135385318077708661e+01,6.156047366942713950e+01,-2.066204886500528914e-01
1.124567000000000007e+03,6.163573000000000235e+01,6.151719016998924872e+01,6.167019696585501976e+01,-1.530067958657710392e-01
1.126494999999999891e+03,6.157352000000000203e+01,6.172697026806051213e+01,6.178145387390131305e+01,-5.448360584080091940e-02
1.128423999999999978e+03,6.228620999999999697e+01,6.186991157894642157e+01,6.189325613313457097e+01,-2.334455418814940231e-02
1.130352000000000089e+03,6.294733000000000089e+01,6.196400113108763463e+01,6.200529195852195841e+01,-4.129082743432377356e-02
1.132280999999999949e+03,6.175840999999999781e+01,6.209792827721381769e+01,6.211774101156009920e+01,-1.981273434628150198e-02
1.134209000000000060e+03,6.200242000000000075e+01,6.242160123569698271e+01,6.223038828767116826e+01,1.912129480258144554e-01
1.136137999999999920e+03,6.241523999999999717e+01,6.283435790454300474e+01,6.234303556378223732e+01,4.913223407607674176e-01
1.138066000000000031e+03,6.290735999999999706e+01,6.296742657731187620e+01,6.245568283989331348e+01,5.117437374185627164e-01
1.139994999999999891e+03,6.325110000000000099e+01,6.293103062765514011e+01,6.256833011600438965e+01,3.627005116507504567e-01
1.141923000000000002e+03,6.310063000000000244e+01,6.297847634520988436e+01,6.268097739211545161e+01,2.974989530944327498e-01
1.143852000000000089e+03,6.288980999999999710e+01,6.315206319058418671e+01,6.279362466822651356e+01,3.584385223576731505e-01
1.145779999999999973e+03,6.316902999999999935e+01,6.316862042170546943e+01,6.290627194433756841e+01,2.623484773679010118e-01
1.147709000000000060e+03,6.360441000000000145e+01,6.311206491336942292e+01,6.301891922044862326e+01,9.314569292079966090e-02
1.149636999999999944e+03,6.364271000000000100e+01,6.316277540699477555e+01,6.313156649655967811e+01,3.120891043509743668e-02
1.151566000000000031e+03,6.391355000000000075e+01,6.328680289637039635e+01,6.324421377267073296e+01,4.258912369966338929e-02
1.153493999999999915e+03,6.317257000000000033e+01,6.333138175220562971e+01,6.335686104878178071e+01,-2.547929657615100041e-02
1.155422000000000025e+03,6.242692000000000263e+01,6.338349860084898069e+01,6.346976328253384025e+01,-8.626468168485956767e-02
1.157351000000000113e+03,6.269485999999999848e+01,6.342392746322230579e+01,6.358352945081229279e+01,-1.596019875899870044e-01
1.159278999999999996e+03,6.392573999999999756e+01,6.347275779666459528e+01,6.369889565764200512e+01,-2.261378609774098436e-01
1.161208000000000084e+03,6.387143999999999977e+01,6.361604478260771600e+01,6.381653104953903011e+01,-2.004862669313141055e-01
1.163135999999999967e+03,6.239786000000000143e+01,6.384036054919809544e+01,6.393617752321114978e+01,-9.581697401305433459e-02
1.165065000000000055e+03,6.402196000000000708e+01,6.397457043478162575e+01,6.405678375026211313e+01,-8.221331548048738114e-02
1.166992999999999938e+03,6.507931999999999562e+01,6.405082917620038074e+01,6.417821332512275490e+01,-1.273841489223741519e-01
1.168922000000000025e+03,6.456665999999999883e+01,6.425010041516736692e+01,6.430091944834072137e+01,-5.081903317335445536e-02
1.170849999999999909e+03,6.456753999999999394e+01,6.442702505066917240e+01,6.442413431003970459e+01,2.890740629467813960e-03
1.172778999999999996e+03,6.462694000000000472e+01,6.464434772801470785e+01,6.454732025406200080e+01,9.702747395270705510e-02
1.174707000000000107e+03,6.458172999999999320e+01,6.491870988558252975e+01,6.467050619808429701e+01,2.482036874982327390e-01
1.176635999999999967e+03,6.512415000000000020e+01,6.514323550506601634e+01,6.479369214210657901e+01,3.495433629594373315e-01
1.178564000000000078e+03,6.586332000000000164e+01,6.521554060150276655e+01,6.491687808612887522e+01,2.986625153738913241e-01
1.180492999999999938e+03,6.540676000000000556e+01,6.528990572736088893e+01,6.504006403015115723e+01,2.498416972097317057e-01
1.182421000000000049e+03,6.419740000000000180e+01,6.533488883948902526e+01,6.516324997417345344e+01,1.716388653155718202e-01
1.184348999999999933e+03,6.505292000000000030e+01,6.534357850604671114e+01,6.528643591819572123e+01,5.714258785098991211e-02
1.186278000000000020e+03,6.639354000000000156e+01,6.550263375285940981e+01,6.540962186221798902e+01,9.301189064142079133e-02
1.188205999999999904e+03,6.555504000000000531e+01,6.571916084994995799e+01,6.553280780624027102e+01,1.863530437096869719e-01
1.190134999999999991e+03,6.631435000000000457e+01,6.586226338018859394e+01,6.565599375026253881e+01,2.062696299260551314e-01
1.192063000000000102e+03,6.666007999999999356e+01,6.594973826413759355e+01,6.577917969428480660e+01,1.705585698527869454e-01
1.193991999999999962e+03,6.529298000000000002e+01,6.598547330826966117e+01,6.590236563830707439e+01,8.310766996258678319e-02
1.195920000000000073e+03,6.441179999999999950e+01,6.598825421052531226e+01,6.602555158232934218e+01,-3.729737180402992180e-02
1.197848999999999933e+03,6.588312000000000523e+01,6.604610564236577375e+01,6.614911091778371599e+01,-1.030052754179422436e-01
1.199777000000000044e+03,6.703027000000000157e+01,6.629922905851483961e+01,6.627370241346910973e+01,2.552664504572987880e-02
1.201705999999999904e+03,6.794419999999999504e+01,6.645681597253901884e+01,6.639803857355504135e+01,5.877739898397749130e-02
1.203634000000000015e+03,6.698067000000000348e+01,6.651084430859654617e+01,6.652237473364097298e+01,-1.153042504442680638e-02
1.205563000000000102e+03,6.591330999999999563e+01,6.658929838509213539e+01,6.664682629367038658e+01,-5.752790857825118565e-02
1.207490999999999985e+03,6.582423000000000002e+01,6.670284471395778780e+01,6.677185399469748006e+01,-6.900928073969225807e-02
1.209420000000000073e+03,6.609367000000000303e+01,6.672301755475542961e+01,6.689757295660395187e+01,-1.745554018485222514e-01
1.211347999999999956e+03,6.663496999999999559e+01,6.680992548545174259e+01,6.702504307056287303e+01,-2.151175851111304382e-01
1.213276000000000067e+03,6.741319000000000017e+01,6.697485563255862928e+01,6.715467258433537268e+01,-1.798169517767433945e-01
1.215204999999999927e+03,6.803789999999999338e+01,6.709484496567402800e+01,6.728610635881808832e+01,-1.912613931440603210e-01
1.217133000000000038e+03,6.819011999999999318e+01,6.706751785877634120e+01,6.741945965869544466e+01,-3.519417999191034596e-01
1.219061999999999898e+03,6.639909000000000106e+01,6.712459728342491871e+01,6.755635327034349302e+01,-4.317559869185743082e-01
1.220990000000000009e+03,6.720314000000000476e+01,6.730481862046318042e+01,6.769759527343313721e+01,-3.927766529699567855e-01
1.222919000000000096e+03,6.704397000000000162e+01,6.755528865969166930e+01,6.784279132582612704e+01,-2.875026661344577406e-01
1.224846999999999980e+03,6.692130000000000223e+01,6.779268790454293026e+01,6.799087771727054985e+01,-1.981898127276195964e-01
1.226776000000000067e+03,6.773152000000000328e+01,6.802406056227421516e+01,6.814095432765236637e+01,-1.168937653781512154e-01
1.228703999999999951e+03,6.856511999999999318e+01,6.825247875122482810e+01,6.829220361429945285e+01,-3.972486307462474997e-02
1.230633000000000038e+03,6.893443999999999505e+01,6.848998241255206665e+01,6.844385105230041688e+01,4.613136025164976672e-02
1.232560999999999922e+03,6.897410999999999603e+01,6.880822147433696045e+01,6.859503660303160189e+01,2.131848713053585698e-01
1.234490000000000009e+03,6.855021000000000697e+01,6.907670529911629842e+01,6.874622215376278689e+01,3.304831453535115315e-01
1.236417999999999893e+03,6.945176999999999623e+01,6.931637854527517106e+01,6.889740770449397189e+01,4.189708407811991719e-01
1.238346999999999980e+03,6.972285999999999717e+01,6.953521426609896139e+01,6.904859325522515689e+01,4.866210108738044937e-01
1.240275000000000091e+03,6.962314999999999543e+01,6.973158400457559480e+01,6.919977880595634190e+01,5.318051986192529057e-01
1.242202999999999975e+03,7.058474999999999966e+01,7.006694667211399974e+01,6.935096435668752690e+01,7.159823154264728373e-01
1.244132000000000062e+03,7.100378000000000611e+01,7.027584742399369588e+01,6.950214990741872612e+01,7.736975165749697680e-01
1.246059999999999945e+03,7.055960000000000321e+01,7.039112114743272741e+01,6.965333545814991112e+01,7.377856892828162927e-01
1.247989000000000033e+03,7.043958999999999548e+01,7.053219148741310107e+01,6.980452100888108191e+01,7.276704785320191604e-01
